epoch,line,cen1,cen1_er,amp1,amp1_er,wid1,wid1_er,chisqr,MJD
synth_spectra/SB1/synthetic_SB1_09,4089,4089.4003117380566,0.017803891381839902,0.13504251240347948,0.002601646414043102,1.8506751691978005,0.04496725752840165,346.59107029497557,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4089,4088.6457228841714,0.01784050364846527,0.13183600023012884,0.0026608921983854307,1.7670174968285448,0.04485866009315518,346.5064627214174,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4089,4089.495303100895,0.017827712183660277,0.13543175308023095,0.0026114871280213817,1.8488233184409193,0.044972267012439775,348.82023717890695,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4089,4088.3980481667804,0.018033200739924135,0.1338433610665981,0.002604469181511893,1.8592460324436668,0.045587741273604356,346.9184426117081,58943.0848904566
synth_spectra/SB1/synthetic_SB1_01,4102,4101.854923737858,0.01912356195436065,0.3638811266083212,0.0026991760891384923,4.6977375201570855,0.069714156295865,2767.837656424324,58064.91193631773
synth_spectra/SB1/synthetic_SB1_02,4102,4102.379355919472,0.020329817218073986,0.355751829842761,0.002658885089634911,4.9833531415731365,0.07476176652968229,2748.880365186889,58070.03966321
synth_spectra/SB1/synthetic_SB1_03,4102,4101.523056069331,0.018627871017528705,0.3636284331650331,0.002670305969046234,4.632223212800901,0.06795129481455583,2668.4027234481136,58177.06613245756
synth_spectra/SB1/synthetic_SB1_04,4102,4102.3877005036065,0.020721257528678635,0.3546614957114765,0.0026733417720374558,5.030137847034024,0.07615836554334254,2800.8064048211627,58228.926794351915
synth_spectra/SB1/synthetic_SB1_05,4102,4102.3891213182515,0.02043881757934013,0.35488818141762,0.0026909856989194444,4.923985341300371,0.07475539880285333,2791.0818642545446,58416.99220426279
synth_spectra/SB1/synthetic_SB1_06,4102,4101.933793447554,0.01840554264558582,0.3687192309635974,0.002682574495252426,4.5937811186726485,0.0668579690107387,2713.693370123243,58583.0296027732
synth_spectra/SB1/synthetic_SB1_07,4102,4102.371169611355,0.020857778275796584,0.35399774271450746,0.0027196036035924535,4.970631595188277,0.07649727542839163,2859.802210264307,58637.981639923084
synth_spectra/SB1/synthetic_SB1_08,4102,4102.083021361211,0.019545162744533863,0.3611965466084148,0.0027116015412773985,4.744826242863874,0.07118786901053521,2799.1167139863437,58666.13039641224
synth_spectra/SB1/synthetic_SB1_09,4102,4102.221023086146,0.020471248551235298,0.3539799062589576,0.002669339139081883,4.96968853832601,0.07512875335018283,2762.251782725722,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4102,4101.606571433823,0.018606864698319917,0.363687033583398,0.0026541703451276504,4.6387534659503,0.06763820525497999,2661.051290341469,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4102,4102.346898156895,0.01993594966135163,0.35871157650214874,0.0026854804232306273,4.86855206932475,0.07299499313171037,2774.030502341002,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4102,4101.440801747023,0.019100572056873454,0.3589060320008334,0.0026598564697623366,4.712541004664774,0.06973329039349718,2663.263505723511,58943.0848904566
synth_spectra/SB1/synthetic_SB1_01,4144,4143.840892741726,0.030002139924744778,0.07912982109339567,0.0024437322053784695,1.9551712977752675,0.0733402587664511,490.65754463784435,58064.91193631773
synth_spectra/SB1/synthetic_SB1_02,4144,4144.37699611522,0.038784417475400845,0.06338359146131672,0.0024470278021713806,2.0257823186464448,0.09448307760408374,496.7985195117974,58070.03966321
synth_spectra/SB1/synthetic_SB1_03,4144,4143.4760070773345,0.0357113700318502,0.06889376363601912,0.0024139897128887416,2.056586485282333,0.087178511947522,494.7148385077556,58177.06613245756
synth_spectra/SB1/synthetic_SB1_04,4144,4144.353239585617,0.03956876862900093,0.06333419695632941,0.002506496422195574,2.0198438620903714,0.09648964063591381,519.292565828165,58228.926794351915
synth_spectra/SB1/synthetic_SB1_05,4144,4144.357824456961,0.03660400266068222,0.06576280363364087,0.0025159614308187346,1.9273010069101462,0.08908731793215766,502.46144344609996,58416.99220426279
synth_spectra/SB1/synthetic_SB1_06,4144,4143.821551752476,0.032476757542800105,0.07258149456674005,0.002485726671450493,1.9112770171324143,0.07926300322935033,490.7559876066873,58583.0296027732
synth_spectra/SB1/synthetic_SB1_07,4144,4144.412669742502,0.036689945248700104,0.06751402169249764,0.002412599173135169,2.0719472909954146,0.08959892669196164,497.38457010345667,58637.981639923084
synth_spectra/SB1/synthetic_SB1_08,4144,4144.011659330803,0.03882565169413867,0.06647333064763729,0.0023869398410030396,2.189279619840589,0.09515641459337067,510.678749532809,58666.13039641224
synth_spectra/SB1/synthetic_SB1_09,4144,4144.153029290039,0.03568870146736175,0.06817719103845325,0.002309618194088485,2.123370788348484,0.08713769650888534,467.07343744719077,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4144,4143.549768865815,0.03105598398019521,0.07488237480459493,0.002464461611219533,1.9023835710282646,0.07590175317623926,481.92783275990894,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4144,4144.328121215524,0.0378172799595334,0.06544842156601885,0.0024237357666662264,2.059062711713048,0.09223814186924575,497.43359456956296,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4144,4143.3535573429735,0.03941367253898607,0.06453777004720591,0.0023941228753107404,2.14799486605931,0.09633910211271077,503.7764801270114,58943.0848904566
synth_spectra/SB1/synthetic_SB1_01,4340,4340.485400486656,0.009739743562720614,0.3695589888227374,0.0013548921499154144,4.7616362334536895,0.03433410828444936,723.00904175005,58064.91193631773
synth_spectra/SB1/synthetic_SB1_02,4340,4341.034145997812,0.01052412727098757,0.35975746007772036,0.0013805869541530253,4.953057233752739,0.03732215023539362,753.5954898366399,58070.03966321
synth_spectra/SB1/synthetic_SB1_03,4340,4340.093343222415,0.010057533250992507,0.36253851656403346,0.0013517149170246437,4.868992090719254,0.035621085201449416,717.6778325545395,58177.06613245756
synth_spectra/SB1/synthetic_SB1_04,4340,4341.104626855981,0.010480390231373654,0.3580809716804597,0.00136067361690443,4.972974658438179,0.03708680992511,735.1796518157,58228.926794351915
synth_spectra/SB1/synthetic_SB1_05,4340,4341.03916513382,0.010140685459900156,0.3567240384192732,0.0012946586085322731,5.055619138591623,0.036046986271266714,671.0498243582196,58416.99220426279
synth_spectra/SB1/synthetic_SB1_06,4340,4340.545111097405,0.009842811492314986,0.3687765330256945,0.0013730207621528462,4.73888022086255,0.03461597986066606,738.2169005925982,58583.0296027732
synth_spectra/SB1/synthetic_SB1_07,4340,4341.061484173725,0.010408975168492103,0.3584579744323769,0.001340843535859703,5.018625371132899,0.0368882587467857,719.1652524742938,58637.981639923084
synth_spectra/SB1/synthetic_SB1_08,4340,4340.7606245227635,0.010194259348623915,0.3652207873209687,0.001357055536158792,4.939064449973416,0.03614054459510567,737.3636092986187,58666.13039641224
synth_spectra/SB1/synthetic_SB1_09,4340,4340.908661635958,0.00997992114608772,0.36192564058503746,0.0013301227556518193,4.897367886385401,0.03533701812014447,698.6362726105385,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4340,4340.218213128877,0.009635430670253358,0.369744395607231,0.001346005239035418,4.755907062819313,0.034023992233835364,710.0957067477927,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4340,4341.0116318778955,0.010382925728910253,0.3599958126984532,0.0013417273676107034,5.03388418109681,0.03690679256684323,722.7893435099396,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4340,4339.998461760342,0.010259002772260361,0.3627621836189136,0.0013753217098370527,4.879389041041449,0.03633391951052772,747.1894528340331,58943.0848904566
synth_spectra/SB1/synthetic_SB1_01,4388,4387.965932823548,0.022816180823235836,0.11799364467098226,0.002203204561287796,2.4376287254503275,0.056878570935378535,404.80395248691326,58064.91193631773
synth_spectra/SB1/synthetic_SB1_02,4388,4388.501092358833,0.027970562143717157,0.09866877424118485,0.0020917770725107786,2.638210629053731,0.06943289378077616,382.7800710311683,58070.03966321
synth_spectra/SB1/synthetic_SB1_03,4388,4387.639059462497,0.024218995417350283,0.10997965902396181,0.002138197345038924,2.4891432834670133,0.060239155567509764,384.67036699856703,58177.06613245756
synth_spectra/SB1/synthetic_SB1_04,4388,4388.605337806585,0.026666990006432547,0.10312790544896096,0.002194243974151277,2.5116268866913067,0.06637201446004751,403.3638091734204,58228.926794351915
synth_spectra/SB1/synthetic_SB1_05,4388,4388.525434695278,0.0257478384763374,0.10445719515712532,0.0020916943181189217,2.573694072644745,0.0640966192466746,375.6778789206883,58416.99220426279
synth_spectra/SB1/synthetic_SB1_06,4388,4387.973113819477,0.023579206897766658,0.11445657985128646,0.0021431311232449806,2.5119560361629576,0.05871975539167781,392.03773512976613,58583.0296027732
synth_spectra/SB1/synthetic_SB1_07,4388,4388.578637851953,0.026452405213507096,0.10383889680501715,0.002219831441945035,2.47345389044049,0.0657194301489742,408.51625892343577,58637.981639923084
synth_spectra/SB1/synthetic_SB1_08,4388,4388.2053566179075,0.024913024367590807,0.10871809013168185,0.00217250054735821,2.484411843270524,0.061809419366197306,396.4047137291394,58666.13039641224
synth_spectra/SB1/synthetic_SB1_09,4388,4388.352866629648,0.026340692899341125,0.10478097451818869,0.002158238137078581,2.5660104158803634,0.06570861492726714,398.3603213979828,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4388,4387.7373339114865,0.024433581881117748,0.11352453050418594,0.002173698932303502,2.5522430579906454,0.06098179426722314,407.9893965662237,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4388,4388.573097599814,0.026497365862154603,0.10324426737017858,0.002153867208696521,2.5442509788754384,0.06596682371551962,393.3798159366947,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4388,4387.496049145663,0.025534050072077864,0.10659676102194685,0.002041408683925072,2.6651134465830926,0.06356450548411718,372.5655621105567,58943.0848904566
synth_spectra/SB1/synthetic_SB1_01,4471,4471.558047648228,0.01085035080296366,0.24520721829840114,0.00189417455397366,2.669267969282549,0.02761862455169719,451.69931395861124,58064.91193631773
synth_spectra/SB1/synthetic_SB1_02,4471,4472.1129433884125,0.012205670864839074,0.230372106613422,0.0019172362546357956,2.7927533601412926,0.030953352682842904,470.61796326223396,58070.03966321
synth_spectra/SB1/synthetic_SB1_03,4471,4471.108169819502,0.011406225930258562,0.23966227749230845,0.0019211728814810332,2.701417369479363,0.028937597832338242,466.011324376272,58177.06613245756
synth_spectra/SB1/synthetic_SB1_04,4471,4472.15733553356,0.01255162078899504,0.22930337506601006,0.001981830931987576,2.7730142682711585,0.031877136656259505,496.5574861404126,58228.926794351915
synth_spectra/SB1/synthetic_SB1_05,4471,4472.124818090205,0.012257791972735292,0.23311230471558414,0.00196465217611939,2.770322828778747,0.031128092238166004,493.0100290145233,58416.99220426279
synth_spectra/SB1/synthetic_SB1_06,4471,4471.571862219559,0.010772229269406826,0.24632246736670121,0.0018861642783554364,2.678951442380855,0.027484321630349605,448.5982370236874,58583.0296027732
synth_spectra/SB1/synthetic_SB1_07,4471,4472.151414647716,0.012406415737276322,0.23177623657439383,0.0019923581790750856,2.752534389659943,0.03151117254298615,500.8708015150914,58637.981639923084
synth_spectra/SB1/synthetic_SB1_08,4471,4471.791576952172,0.011444025746867967,0.24090948280814534,0.001933716159724454,2.716423161897599,0.029140688207338956,474.08879377617177,58666.13039641224
synth_spectra/SB1/synthetic_SB1_09,4471,4471.97495306897,0.011494205451067352,0.23776931101756765,0.0018704170564877263,2.7899411939103,0.029300094977197766,450.75879985583504,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4471,4471.2291685600385,0.010568407689473454,0.24816808098489979,0.0018573004226390432,2.6822880330442387,0.0269338076583825,438.3709936157055,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4471,4472.100717323007,0.012503799932698916,0.22850665450723706,0.0019192661998474905,2.8392439330930865,0.0317509416239149,478.0321725600047,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4471,4470.984649039713,0.01166990793516207,0.23362128888382538,0.001889151692098865,2.755554163789081,0.029685550329790453,452.3281684912269,58943.0848904566
synth_spectra/SB1/synthetic_SB1_01,4542,4541.654701143689,0.03864071920561806,0.09127539510699259,0.0017199308747552176,4.384462760928702,0.10961267384432265,211.2905297777205,58064.91193631773
synth_spectra/SB1/synthetic_SB1_02,4542,4542.373960715804,0.040699830682458214,0.08916175348877693,0.0017434951802793221,4.4571105983499635,0.11615899256899363,219.47065076013547,58070.03966321
synth_spectra/SB1/synthetic_SB1_03,4542,4541.241856064757,0.04030564417789955,0.0894103418862332,0.0017954170520815074,4.261911469056424,0.11316467861658072,226.03381655947305,58177.06613245756
synth_spectra/SB1/synthetic_SB1_04,4542,4542.341593604362,0.039060365245044505,0.09040897357358174,0.0017004671693164933,4.442369107322911,0.11122579828178865,208.2664915253542,58228.926794351915
synth_spectra/SB1/synthetic_SB1_05,4542,4542.336293840149,0.03841586151449233,0.09273377549698911,0.0018035413047044187,4.193140510554789,0.10769384800603238,225.81646691278593,58416.99220426279
synth_spectra/SB1/synthetic_SB1_06,4542,4541.754771588454,0.03939630536362302,0.09160389810619093,0.0018024677049144797,4.25323675147811,0.11070665215763248,227.95819707728265,58583.0296027732
synth_spectra/SB1/synthetic_SB1_07,4542,4542.277719158539,0.03800651507742547,0.09119577230314682,0.0017201671510493242,4.281755807253042,0.10691983090175115,209.2585569842006,58637.981639923084
synth_spectra/SB1/synthetic_SB1_08,4542,4542.052877801392,0.03775558052563231,0.09298575811165197,0.0017370619079584001,4.299181936514439,0.10644526114730048,213.58028677446666,58666.13039641224
synth_spectra/SB1/synthetic_SB1_09,4542,4542.213773405051,0.038509405397052505,0.09090920053036514,0.0016952786262103708,4.416837875365518,0.10951377002497299,206.30979080326597,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4542,4541.35131724987,0.0367931414653333,0.09277528913193092,0.001726304778759406,4.189722849010198,0.10295272533617209,207.25742720184854,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4542,4542.168445076321,0.039528115227784474,0.09037360638917136,0.001746731177790616,4.370775719314788,0.11226099222243835,217.22852043897717,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4542,4541.046467299926,0.03784687246554332,0.0921046532944931,0.0017655495656807086,4.183443012330985,0.10586786238462027,216.82224911503886,58943.0848904566
synth_spectra/SB1/synthetic_SB1_01,4553,4552.689816327578,0.045877962569395796,0.05000000009821412,0.004180275195550023,1.821801513013673,0.1209456907034169,110.42177497864179,58064.91193631773
synth_spectra/SB1/synthetic_SB1_02,4553,4553.209266836568,0.041347548583368865,0.05000000429374697,0.003076748886716668,1.3224206930796714,0.10453390167649398,123.16570742012138,58070.03966321
synth_spectra/SB1/synthetic_SB1_03,4553,4552.206274904595,0.04850178605779084,0.05000000083161332,0.009541071116904686,2.0792619490530324,0.1310587875680524,107.5805068606649,58177.06613245756
synth_spectra/SB1/synthetic_SB1_04,4553,4553.384876664177,0.03585277406172112,0.05000000008418112,0.005215361435560041,1.1732049240647848,0.0895448939152588,104.03947022300598,58228.926794351915
synth_spectra/SB1/synthetic_SB1_05,4553,4553.145445033315,0.044093385232652424,0.05000081415925299,0.003039708118186129,1.5061408356847803,0.11284746780143469,122.71849939071306,58416.99220426279
synth_spectra/SB1/synthetic_SB1_06,4553,4552.685993073506,0.047068660529889075,0.05000029533875321,0.0028188766237651976,1.7470843313561182,0.12323317424848132,120.50612568208459,58583.0296027732
synth_spectra/SB1/synthetic_SB1_07,4553,4553.332218128632,0.04278767195915842,0.05000049588113501,0.0030439685737776866,1.4584689779819673,0.10919515017013856,119.64063327557011,58637.981639923084
synth_spectra/SB1/synthetic_SB1_08,4553,4552.910977253785,0.04184124633956041,0.050000000004244434,0.0009707578319439774,1.6389333155240362,0.10844201036937297,102.25358967985835,58666.13039641224
synth_spectra/SB1/synthetic_SB1_09,4553,4553.004479950177,0.04193469313921434,0.050000000022475996,0.0006560057029423253,1.5004344372804952,0.10723193157563293,111.623764771381,58699.07521445375
synth_spectra/SB1/synthetic_SB1_10,4553,4552.315478544885,0.04757654405601153,0.05000000000027858,4.8369099095767525e-05,1.8307838463475092,0.12534897322206937,117.592997663966,58901.229114957554
synth_spectra/SB1/synthetic_SB1_11,4553,4553.2847971223355,0.04354124036448709,0.05000082836185705,0.00298559564919977,1.533031343138075,0.11193316703893476,117.46174406797222,58920.969085524346
synth_spectra/SB1/synthetic_SB1_12,4553,4552.138901693446,0.047989406730845244,0.050000000053668475,0.005189168367585511,1.935392001304172,0.12758591749051684,112.62828154230564,58943.0848904566
