# Synthetic disentangled spectrum for the MINATO SPAN tutorial.
# Generated from PoWR GAL-OB-Vd3 models 32-40 and 22-42; see provenance.json.
# wavelength_A normalised_flux marginal_flux_error_1sigma
3982.058289 0.99155773 0.02579594
3982.091496 0.92831634 0.02618984
3982.124703 0.89030114 0.02529224
3982.157911 0.90970982 0.02510396
3982.191118 0.96099697 0.02503986
3982.224326 0.92843657 0.02722347
3982.257535 0.88886196 0.02450427
3982.290743 0.91131537 0.02707753
3982.323952 0.89869143 0.02656916
3982.357161 0.84492801 0.02734282
3982.390371 0.87399150 0.02609312
3982.423580 0.90108922 0.02869442
3982.456790 0.92796977 0.02627020
3982.490001 0.88923511 0.02654216
3982.523211 0.91915506 0.02567167
3982.556422 0.89003516 0.02430610
3982.589633 0.89377531 0.02330101
3982.622844 0.87963522 0.02708448
3982.656056 0.86293483 0.02425988
3982.689268 0.94361342 0.02498837
3982.722480 0.93959882 0.02402483
3982.755693 0.92107985 0.02346337
3982.788905 0.90169429 0.02394019
3982.822118 0.89143668 0.02706914
3982.855332 0.89118315 0.02370194
3982.888545 0.91746693 0.02606484
3982.921759 0.93486591 0.02454378
3982.954973 0.90706993 0.02221854
3982.988188 0.94466666 0.02947924
3983.021402 0.92431824 0.02709707
3983.054617 0.89372640 0.02792292
3983.087833 0.95206492 0.02564000
3983.121048 0.93416805 0.02652336
3983.154264 0.89127741 0.02956021
3983.187480 0.89904345 0.02576463
3983.220696 0.90086424 0.02731072
3983.253913 0.91005000 0.02538145
3983.287130 0.92418739 0.02513729
3983.320347 0.92079699 0.02999734
3983.353564 0.94240504 0.03113579
3983.386782 0.96856691 0.02589873
3983.420000 0.92563076 0.02764818
3983.453218 0.91062018 0.02680877
3983.486437 0.92258626 0.02793076
3983.519656 0.92526097 0.02664741
3983.552875 0.98731998 0.02645765
3983.586094 0.94904780 0.02539579
3983.619314 0.92084252 0.02757501
3983.652534 0.95927116 0.02582705
3983.685754 0.96705221 0.02798359
3983.718975 0.94624126 0.02823916
3983.752196 0.98282510 0.02559248
3983.785417 0.98489710 0.02761371
3983.818638 0.92286352 0.02518536
3983.851860 0.89411959 0.02713510
3983.885081 0.93205415 0.02540630
3983.918304 0.96874485 0.02486393
3983.951526 0.98434658 0.02753805
3983.984749 0.93458470 0.02654975
3984.017972 0.97800172 0.02734253
3984.051195 0.95273916 0.02569683
3984.084419 0.94377628 0.02702099
3984.117642 0.93693446 0.02665302
3984.150866 0.95956103 0.02980741
3984.184091 0.97045348 0.02758359
3984.217316 0.99070731 0.02659401
3984.250540 0.96897735 0.02620622
3984.283766 1.02274525 0.02827105
3984.316991 1.01135872 0.02755642
3984.350217 0.98531523 0.02647094
3984.383443 0.99184907 0.02826911
3984.416669 0.95694413 0.02631358
3984.449896 0.97276773 0.02692474
3984.483123 1.00001675 0.02817207
3984.516350 1.00466724 0.02813616
3984.549577 0.92680217 0.02941024
3984.582805 0.98364662 0.02708671
3984.616033 0.96623616 0.02769758
3984.649261 0.95669098 0.02310456
3984.682490 0.93874017 0.02939742
3984.715719 0.91796909 0.02614226
3984.748948 0.94507717 0.02923700
3984.782177 0.98283580 0.02896851
3984.815407 0.98953814 0.02617432
3984.848637 0.96228542 0.02848612
3984.881867 0.96423691 0.02888504
3984.915097 0.97306985 0.02489957
3984.948328 0.97264366 0.02214396
3984.981559 1.00907348 0.02682228
3985.014790 1.00981036 0.02604920
3985.048022 0.94115849 0.02727974
3985.081254 0.94811399 0.02867952
3985.114486 0.98587207 0.02724979
3985.147718 0.96004711 0.03047451
3985.180951 0.99281352 0.02666332
3985.214184 0.99395741 0.02562945
3985.247417 1.03651684 0.02604052
3985.280651 0.97682145 0.02744653
3985.313885 0.99625401 0.02743112
3985.347119 0.97953167 0.02446640
3985.380353 0.98236559 0.02913551
3985.413588 0.96089410 0.02688713
3985.446823 0.93768057 0.02774166
3985.480058 0.96178606 0.02962392
3985.513293 0.94490430 0.02825804
3985.546529 0.98219021 0.02678546
3985.579765 0.99208898 0.02648694
3985.613001 0.97741565 0.02506079
3985.646238 0.96232773 0.02727428
3985.679475 0.97920820 0.02865016
3985.712712 0.96365573 0.02524516
3985.745949 1.00325403 0.02798598
3985.779187 0.98747526 0.02909249
3985.812425 0.95601236 0.02488570
3985.845663 0.97115543 0.02800350
3985.878902 0.97675409 0.02803341
3985.912140 1.00013757 0.02629835
3985.945380 0.97760435 0.02958792
3985.978619 1.00083867 0.02366774
3986.011859 0.95622980 0.02695248
3986.045098 1.01230625 0.02488967
3986.078339 0.96484710 0.02629606
3986.111579 0.93511533 0.02557316
3986.144820 0.95832330 0.02644097
3986.178061 0.98771783 0.02712326
3986.211302 0.99754424 0.02927818
3986.244544 0.96159569 0.02776669
3986.277785 0.95864800 0.02478840
3986.311028 0.95523651 0.02548998
3986.344270 0.96558811 0.02592591
3986.377513 0.97943918 0.02898420
3986.410756 1.01524552 0.02758967
3986.443999 0.98955112 0.02751215
3986.477242 0.99524648 0.02586011
3986.510486 0.98024396 0.02738589
3986.543730 0.96715296 0.02557947
3986.576975 0.97414086 0.02657174
3986.610219 0.99884435 0.02801784
3986.643464 0.93610297 0.02559247
3986.676709 0.98417109 0.02880932
3986.709955 0.96949842 0.02970014
3986.743200 0.97073071 0.02891967
3986.776446 1.03030440 0.02634618
3986.809693 0.95647117 0.02568550
3986.842939 0.97410394 0.02762672
3986.876186 0.99121196 0.02481230
3986.909433 0.97772163 0.02574348
3986.942680 0.98873527 0.02874790
3986.975928 0.98746830 0.03158317
3987.009176 0.97721445 0.02448328
3987.042424 0.97930394 0.02631164
3987.075673 0.97425972 0.03000080
3987.108922 1.00423332 0.02591156
3987.142171 0.96616085 0.02252400
3987.175420 0.96016692 0.02712097
3987.208670 0.99962098 0.03030851
3987.241919 1.00229852 0.02933068
3987.275170 0.95108558 0.02807872
3987.308420 0.98314327 0.02728079
3987.341671 1.00731253 0.02433794
3987.374922 0.94344906 0.02945497
3987.408173 0.95075011 0.02619851
3987.441425 0.93511142 0.02544684
3987.474676 0.99856812 0.02287236
3987.507928 1.04259002 0.02843955
3987.541181 0.97907235 0.02917231
3987.574433 0.99271059 0.02724110
3987.607686 0.97742206 0.02379816
3987.640940 0.98492002 0.02452033
3987.674193 0.99285071 0.02907454
3987.707447 0.95924909 0.02788259
3987.740701 0.97666681 0.03010756
3987.773955 0.99189138 0.02830337
3987.807210 1.02015400 0.02881280
3987.840465 0.94554256 0.02533723
3987.873720 0.95500524 0.02582210
3987.906975 0.96121553 0.02413305
3987.940231 0.98000647 0.02398471
3987.973487 1.02461148 0.02554891
3988.006743 0.96372527 0.02775640
3988.040000 0.96000165 0.02762046
3988.073257 0.94586426 0.02888404
3988.106514 0.97426205 0.02564945
3988.139771 0.95138276 0.02630450
3988.173029 0.98792233 0.02558586
3988.206287 0.95275427 0.02825490
3988.239545 0.95114953 0.02840006
3988.272803 1.00784589 0.02746821
3988.306062 0.98546876 0.02661073
3988.339321 0.99805804 0.02481730
3988.372580 0.96939911 0.02240615
3988.405840 0.94401890 0.02929271
3988.439100 0.95377577 0.02642032
3988.472360 0.99775854 0.02679667
3988.505620 0.98510473 0.02908086
3988.538881 0.95831136 0.02655790
3988.572142 0.99944056 0.02833256
3988.605403 0.98919292 0.02606842
3988.638665 0.97444820 0.03142896
3988.671927 0.92523914 0.02772389
3988.705189 0.96045714 0.03073606
3988.738451 0.95474469 0.02715614
3988.771714 0.98901495 0.02599510
3988.804977 1.00828529 0.02442728
3988.838240 0.99718889 0.02543534
3988.871503 0.98755431 0.02452773
3988.904767 1.02442971 0.02846249
3988.938031 1.01086034 0.02725473
3988.971295 1.01599473 0.02658896
3989.004560 0.97926652 0.02781855
3989.037825 1.00322197 0.02688495
3989.071090 1.00276555 0.02292360
3989.104355 1.01501979 0.02658448
3989.137621 0.92702742 0.02778432
3989.170887 0.99595388 0.02958192
3989.204153 0.98016340 0.02600033
3989.237420 0.99634598 0.02469373
3989.270687 1.01285739 0.03019224
3989.303954 0.98548883 0.02620151
3989.337221 0.98598719 0.02719883
3989.370489 0.96071257 0.02930040
3989.403756 1.02205697 0.02623607
3989.437025 0.99213101 0.02572568
3989.470293 0.97594272 0.02526123
3989.503562 1.01752138 0.02675144
3989.536831 0.99404610 0.02469493
3989.570100 0.95867285 0.02913676
3989.603370 0.96951734 0.02689503
3989.636640 0.95232746 0.02618266
3989.669910 0.96305742 0.02704669
3989.703180 0.98945620 0.02516835
3989.736451 0.98993793 0.02335873
3989.769722 1.00210082 0.02671341
3989.802993 1.01124627 0.02523881
3989.836265 0.96944658 0.02583708
3989.869536 1.02154516 0.02328636
3989.902808 0.99811804 0.02542304
3989.936081 0.96009423 0.02844153
3989.969353 0.96842393 0.02679215
3990.002626 0.98682910 0.02728212
3990.035899 0.98239460 0.02614097
3990.069173 0.99518158 0.02511837
3990.102447 0.95693736 0.02594290
3990.135721 0.96022318 0.02729760
3990.168995 1.00366726 0.02806450
3990.202269 1.00853889 0.02657522
3990.235544 0.98332986 0.02912457
3990.268819 0.98255665 0.02729836
3990.302095 0.99384511 0.02655388
3990.335371 1.00263262 0.02559516
3990.368646 0.99580671 0.02432233
3990.401923 1.02233579 0.02431388
3990.435199 1.01524785 0.02568772
3990.468476 1.01991011 0.02805042
3990.501753 0.99739146 0.02680639
3990.535030 1.00434305 0.03082087
3990.568308 0.96198309 0.02843574
3990.601586 0.96031534 0.03015480
3990.634864 0.96156697 0.03224973
3990.668143 0.98209128 0.02712722
3990.701421 0.96587292 0.02763102
3990.734700 1.01293131 0.02737966
3990.767980 1.01324933 0.02464587
3990.801259 1.03341724 0.02684965
3990.834539 0.97968557 0.02731247
3990.867819 1.02032718 0.02433111
3990.901099 1.03717164 0.02405400
3990.934380 1.00487581 0.02988526
3990.967661 1.00596023 0.02774379
3991.000942 1.01711721 0.02546287
3991.034224 1.02304246 0.02463171
3991.067506 0.97577233 0.02884697
3991.100788 0.99385996 0.02761316
3991.134070 0.96299824 0.02709697
3991.167353 0.94815467 0.02557682
3991.200636 0.93085987 0.02648771
3991.233919 0.93836968 0.02793336
3991.267202 0.96306219 0.02769106
3991.300486 1.00011872 0.02591385
3991.333770 1.01847780 0.02851940
3991.367054 0.98037304 0.02837406
3991.400339 0.96283712 0.02391437
3991.433624 1.00985568 0.02605823
3991.466909 1.02513419 0.02578811
3991.500194 1.05400390 0.02835143
3991.533480 1.00226938 0.02430831
3991.566766 0.99478982 0.02606341
3991.600052 0.95043831 0.02530896
3991.633338 0.96644833 0.02324820
3991.666625 1.00827894 0.02565554
3991.699912 0.98850226 0.02944327
3991.733200 0.96905881 0.02618031
3991.766487 0.93805102 0.02815503
3991.799775 0.96616753 0.02838404
3991.833063 0.98329900 0.02905644
3991.866352 0.98027682 0.03000675
3991.899640 0.98595314 0.02391041
3991.932929 1.02453687 0.02476575
3991.966219 1.03538458 0.02650714
3991.999508 1.02639059 0.02795166
3992.032798 0.98381304 0.02638680
3992.066088 0.99131800 0.03077248
3992.099379 1.00710303 0.02688885
3992.132669 1.00207131 0.02306966
3992.165960 0.99010423 0.02542908
3992.199251 0.97734907 0.02517033
3992.232543 1.00925644 0.02859513
3992.265835 0.97785856 0.02849528
3992.299127 0.95305180 0.02729559
3992.332419 0.97491546 0.02794084
3992.365712 0.96549506 0.02793728
3992.399005 0.96316403 0.02570252
3992.432298 0.98818124 0.02897520
3992.465591 0.99208159 0.02780898
3992.498885 1.01265604 0.02960936
3992.532179 1.03432624 0.02888945
3992.565473 1.01712986 0.02561847
3992.598768 1.02805409 0.02816179
3992.632062 1.00905428 0.02873534
3992.665358 0.98076471 0.02985701
3992.698653 1.03242923 0.02800824
3992.731949 1.03994046 0.02513711
3992.765245 1.01051525 0.02574605
3992.798541 0.97927320 0.02509788
3992.831837 1.01167724 0.02911865
3992.865134 0.98981310 0.02637966
3992.898431 1.02470895 0.02850132
3992.931728 1.00212251 0.02730473
3992.965026 1.04607589 0.02542780
3992.998324 1.04526580 0.02608554
3993.031622 1.02979562 0.02774726
3993.064921 0.99038222 0.03096916
3993.098219 1.06518987 0.02555596
3993.131518 1.03366730 0.02421817
3993.164818 0.95635818 0.02903038
3993.198117 0.97228669 0.02300023
3993.231417 0.99032684 0.02518983
3993.264717 1.00802197 0.02797464
3993.298017 0.98804579 0.02655342
3993.331318 0.99856531 0.02914055
3993.364619 0.97659071 0.02774690
3993.397920 0.98728120 0.02812635
3993.431222 0.98028912 0.02793295
3993.464523 1.04289385 0.02589650
3993.497825 1.00820432 0.02666383
3993.531128 0.98953570 0.02618699
3993.564430 0.98947266 0.02650426
3993.597733 0.96314127 0.02348740
3993.631036 0.95467851 0.02934772
3993.664340 0.94749419 0.02742044
3993.697644 0.96709030 0.02848689
3993.730948 0.97542902 0.02984212
3993.764252 0.98062348 0.02682393
3993.797556 0.94700415 0.02263063
3993.830861 0.93042990 0.02838706
3993.864166 0.97475318 0.03023421
3993.897472 0.95752604 0.02853478
3993.930777 0.94099501 0.02933596
3993.964083 0.94935956 0.02932946
3993.997390 0.92171365 0.02771146
3994.030696 0.94566281 0.02701966
3994.064003 0.94418703 0.02812147
3994.097310 0.94801641 0.02626566
3994.130617 0.99487443 0.02658595
3994.163925 0.97041884 0.02541102
3994.197233 0.96555655 0.02621427
3994.230541 0.95010494 0.02588579
3994.263849 0.96119364 0.02337939
3994.297158 0.89800474 0.02511662
3994.330467 0.90415330 0.02697924
3994.363776 0.91102390 0.02610585
3994.397086 0.94383162 0.02528414
3994.430396 0.95574689 0.02815958
3994.463706 0.95534850 0.02396483
3994.497016 0.94346390 0.02692609
3994.530327 0.98186085 0.02758014
3994.563638 0.94502362 0.02892557
3994.596949 0.97023031 0.02919055
3994.630260 0.92916213 0.02817594
3994.663572 0.95644221 0.02559117
3994.696884 1.00441607 0.02606045
3994.730197 0.99171989 0.02844836
3994.763509 0.92294103 0.02546344
3994.796822 0.92885918 0.03015729
3994.830135 0.90428276 0.02436330
3994.863449 0.89601327 0.02846705
3994.896762 0.98208640 0.02602938
3994.930076 0.98392284 0.02504286
3994.963391 0.98816998 0.02820507
3994.996705 0.96980174 0.02721266
3995.030020 0.93062793 0.02631075
3995.063335 0.93407220 0.02711083
3995.096650 0.97259971 0.02275142
3995.129966 0.94258042 0.02535496
3995.163282 0.92267420 0.02470221
3995.196598 0.94560297 0.02782308
3995.229915 0.90922281 0.02810157
3995.263232 0.94416673 0.02894073
3995.296549 0.92347238 0.02372497
3995.329866 0.93100452 0.02769563
3995.363183 0.94967628 0.02331348
3995.396501 0.96269710 0.02800567
3995.429820 0.92894705 0.02545358
3995.463138 0.93507494 0.02667016
3995.496457 0.94240963 0.02506535
3995.529776 0.93662350 0.02928445
3995.563095 0.92574867 0.03188238
3995.596414 0.92378455 0.02795270
3995.629734 0.94989208 0.02749954
3995.663054 0.92948626 0.02742640
3995.696375 0.92642821 0.02485407
3995.729695 0.94331906 0.02967618
3995.763016 1.01414157 0.02536018
3995.796338 0.99080993 0.02724440
3995.829659 0.93524198 0.02730136
3995.862981 0.94003555 0.02870080
3995.896303 0.96462828 0.02998512
3995.929625 0.96462025 0.02965651
3995.962948 0.94044834 0.02928021
3995.996271 0.92615372 0.02746005
3996.029594 0.94656865 0.02975233
3996.062917 0.97667588 0.02696664
3996.096241 0.99936055 0.02794778
3996.129565 0.97087841 0.02701838
3996.162889 0.98692223 0.02644123
3996.196214 0.97165233 0.02688628
3996.229539 0.98100525 0.02747740
3996.262864 0.95937350 0.02782265
3996.296189 1.00340574 0.02944072
3996.329515 0.99191280 0.02849210
3996.362841 0.97287360 0.02397607
3996.396167 0.95709259 0.02368785
3996.429494 0.98962878 0.02578123
3996.462820 0.96827932 0.02349134
3996.496147 1.00567114 0.02673913
3996.529475 0.99162163 0.02494765
3996.562802 0.99614755 0.02355826
3996.596130 1.01908007 0.03051429
3996.629458 1.02769556 0.02731189
3996.662787 0.98380100 0.02856604
3996.696115 1.00706312 0.02783547
3996.729444 1.01092823 0.02900374
3996.762774 0.99828624 0.02747595
3996.796103 1.00843693 0.02499932
3996.829433 0.95872785 0.02459876
3996.862763 1.04894708 0.02661630
3996.896094 0.98323309 0.02606194
3996.929424 0.99871250 0.02714424
3996.962755 0.98739242 0.02795112
3996.996086 1.00412116 0.02791252
3997.029418 1.06256699 0.02715939
3997.062750 0.96548803 0.02706344
3997.096082 0.97295371 0.02804540
3997.129414 0.97843595 0.02505425
3997.162747 1.01548218 0.02380872
3997.196080 1.01221194 0.02821593
3997.229413 0.99493786 0.02764048
3997.262746 0.99191049 0.02580860
3997.296080 0.98843690 0.02863657
3997.329414 1.00935492 0.02768816
3997.362748 0.99651447 0.02782858
3997.396083 1.00317858 0.02951735
3997.429418 1.01924382 0.02630285
3997.462753 1.01906553 0.02773100
3997.496088 0.99060382 0.02816982
3997.529424 0.98326156 0.02760459
3997.562760 0.95086505 0.03019129
3997.596096 0.96345398 0.02796281
3997.629432 0.99146590 0.02987465
3997.662769 0.98603431 0.02837103
3997.696106 0.99792936 0.02741907
3997.729444 1.02713942 0.02778222
3997.762781 0.99740836 0.02942002
3997.796119 0.95616677 0.02777962
3997.829457 0.95960439 0.02971894
3997.862796 0.96383829 0.02595438
3997.896135 1.01443955 0.02823599
3997.929474 0.99301511 0.02833331
3997.962813 0.96249240 0.02911046
3997.996152 0.95772381 0.02342563
3998.029492 1.00601092 0.02517865
3998.062832 1.00363742 0.02636667
3998.096173 1.01537347 0.02591689
3998.129513 1.00470125 0.02605023
3998.162854 1.01233989 0.02649345
3998.196196 0.97044072 0.02816975
3998.229537 0.98454734 0.02563695
3998.262879 0.99887975 0.02878751
3998.296221 0.97838719 0.03014846
3998.329563 1.00297087 0.02956989
3998.362906 0.99655646 0.02797404
3998.396249 1.00580679 0.02781551
3998.429592 0.95135030 0.02809887
3998.462935 0.99553477 0.02471308
3998.496279 1.04369989 0.02507607
3998.529623 1.06001257 0.02623638
3998.562967 1.01824979 0.02958311
3998.596312 1.01765708 0.02817375
3998.629657 0.97566054 0.02685226
3998.663002 1.04586132 0.02523486
3998.696347 1.05545259 0.02644099
3998.729693 1.02338416 0.02811572
3998.763039 1.04297505 0.02606609
3998.796385 0.99746877 0.02631845
3998.829732 1.01032941 0.02645850
3998.863079 1.04470152 0.02560028
3998.896426 1.00100477 0.02609017
3998.929773 0.98940252 0.02870966
3998.963121 1.03507218 0.03100034
3998.996468 1.02839298 0.02906097
3999.029817 0.98583601 0.02690624
3999.063165 0.98703447 0.02662859
3999.096514 0.98587222 0.02814103
3999.129863 1.00720331 0.02500530
3999.163212 1.01183630 0.02562400
3999.196562 1.01779861 0.02907014
3999.229912 0.98513461 0.02861356
3999.263262 0.95281170 0.02831165
3999.296612 1.02290465 0.03116487
3999.329963 1.02862083 0.02526868
3999.363314 1.00077188 0.02577157
3999.396665 0.98640925 0.02986892
3999.430016 0.99960230 0.02562853
3999.463368 1.01037190 0.02651738
3999.496720 1.00587858 0.02812992
3999.530073 0.98823094 0.02976956
3999.563425 0.98255863 0.02544668
3999.596778 0.95055226 0.02769317
3999.630131 0.97876148 0.02935474
3999.663485 0.99992330 0.02544931
3999.696839 1.02213139 0.02934461
3999.730193 1.03367225 0.02870966
3999.763547 1.04579780 0.02420562
3999.796902 1.05905208 0.02504937
3999.830256 1.03325483 0.02732299
3999.863612 0.98617506 0.02819727
3999.896967 0.95256505 0.02456009
3999.930323 0.99455084 0.03145892
3999.963679 1.05789761 0.02567914
3999.997035 0.96776341 0.02709082
4000.030391 1.02161088 0.03102030
4000.063748 1.00908495 0.02729598
4000.097105 1.01929049 0.02762552
4000.130463 1.02566242 0.02804062
4000.163820 0.94533689 0.02807575
4000.197178 0.96829588 0.02818789
4000.230536 0.99088761 0.02803936
4000.263895 1.00704678 0.03090928
4000.297254 1.00020155 0.02794056
4000.330613 1.01194614 0.02748850
4000.363972 1.01883912 0.03056069
4000.397331 1.02567622 0.02787579
4000.430691 0.94795917 0.02479110
4000.464051 1.00016882 0.02727257
4000.497412 1.04260236 0.02521495
4000.530773 0.99401900 0.02937135
4000.564134 1.03819046 0.02500145
4000.597495 1.03144761 0.02843693
4000.630856 1.03841890 0.02919202
4000.664218 0.99746856 0.02656952
4000.697580 0.98232000 0.02665322
4000.730943 0.96251976 0.03086465
4000.764305 0.99171272 0.02788496
4000.797668 0.98892360 0.02670735
4000.831031 1.01716759 0.02664552
4000.864395 0.98072661 0.02726616
4000.897759 1.00496388 0.02539130
4000.931123 0.95245235 0.02797549
4000.964487 0.96846597 0.02514777
4000.997852 0.99150663 0.02866284
4001.031216 0.98434968 0.02361139
4001.064582 0.95738564 0.02640700
4001.097947 0.96378318 0.02895326
4001.131313 1.04055217 0.02676715
4001.164679 0.99687198 0.02455643
4001.198045 0.99010522 0.02337366
4001.231411 0.97805099 0.02904976
4001.264778 0.96695178 0.02496503
4001.298145 0.99322597 0.02638217
4001.331513 0.98047132 0.02826265
4001.364880 0.97819798 0.02962342
4001.398248 1.02003249 0.03096909
4001.431617 0.99825951 0.02372055
4001.464985 0.96465818 0.02521816
4001.498354 0.94294467 0.02777793
4001.531723 0.98842586 0.02618370
4001.565092 1.03198126 0.03111879
4001.598462 1.00366062 0.02879243
4001.631832 0.99848268 0.02735602
4001.665202 0.98002607 0.02794340
4001.698572 0.99492365 0.03181634
4001.731943 0.99561077 0.02776840
4001.765314 1.00661103 0.02548438
4001.798685 0.99953808 0.02888228
4001.832057 0.95999307 0.02619603
4001.865429 1.00556275 0.02965551
4001.898801 0.96411382 0.02601723
4001.932173 0.93338950 0.02908270
4001.965546 0.95007374 0.02784322
4001.998919 0.95465870 0.02779462
4002.032292 1.04677361 0.02512488
4002.065665 1.03979616 0.02797239
4002.099039 0.95826630 0.02781345
4002.132413 1.05850749 0.02416850
4002.165788 1.02083469 0.02272946
4002.199162 0.98138440 0.02840051
4002.232537 1.00175915 0.02801852
4002.265912 1.03576737 0.02709039
4002.299288 0.97288027 0.02702753
4002.332663 0.96859840 0.02769175
4002.366039 0.99820262 0.02486999
4002.399416 0.99652694 0.02778928
4002.432792 1.00531677 0.02788885
4002.466169 0.96749077 0.02575554
4002.499546 0.99634500 0.02519266
4002.532924 0.98748884 0.02779075
4002.566301 0.97251284 0.03073450
4002.599679 1.02880525 0.02833090
4002.633057 1.03157019 0.02875682
4002.666436 1.03599413 0.02656089
4002.699815 0.99369287 0.02835314
4002.733194 0.99038360 0.02626547
4002.766573 1.00313676 0.02542307
4002.799953 0.98181089 0.03086043
4002.833333 1.00199949 0.02613376
4002.866713 1.01094051 0.02609398
4002.900093 1.00400401 0.02330628
4002.933474 1.00982656 0.02969711
4002.966855 1.01597004 0.02969252
4003.000236 0.96996707 0.02811030
4003.033618 0.98798408 0.02646044
4003.067000 0.96563631 0.02802485
4003.100382 0.96961093 0.03164952
4003.133764 0.98355816 0.02300163
4003.167147 0.99549408 0.02555598
4003.200530 1.00597212 0.02768739
4003.233913 0.95697811 0.02750993
4003.267297 0.96167461 0.02686345
4003.300680 0.97952173 0.02487795
4003.334065 1.00534647 0.02551848
4003.367449 0.97315390 0.02681440
4003.400833 0.96512260 0.02894686
4003.434218 1.01653437 0.02862521
4003.467604 0.98969125 0.02813795
4003.500989 1.00098193 0.03005309
4003.534375 0.99108192 0.02717734
4003.567761 1.00743923 0.02955262
4003.601147 0.99666804 0.02772236
4003.634534 0.98987152 0.02547964
4003.667921 0.98076836 0.02744486
4003.701308 1.02236291 0.02907975
4003.734695 1.02259028 0.02929826
4003.768083 0.97600637 0.02806241
4003.801471 0.99680953 0.02986820
4003.834859 1.04593860 0.02674239
4003.868248 1.02067338 0.02897692
4003.901636 1.02484305 0.02720523
4003.935025 0.97142374 0.02592833
4003.968415 0.96074154 0.03083055
4004.001804 0.99078507 0.02419753
4004.035194 1.00838666 0.02634482
4004.068585 0.94287962 0.02667417
4004.101975 0.98879590 0.02992118
4004.135366 0.95582943 0.02499647
4004.168757 1.00211513 0.02836133
4004.202148 0.96618516 0.02904602
4004.235540 0.99632820 0.02963615
4004.268932 0.97101896 0.02825814
4004.302324 0.95530966 0.02733331
4004.335716 1.00731398 0.02610000
4004.369109 1.05900959 0.02572397
4004.402502 1.00761898 0.02403395
4004.435895 1.03321154 0.02755983
4004.469289 0.99077808 0.02234165
4004.502682 0.95425605 0.02709879
4004.536077 0.97906557 0.02968939
4004.569471 1.01310576 0.02707251
4004.602866 1.00313335 0.02756513
4004.636261 1.03000121 0.02914666
4004.669656 0.98659059 0.02738935
4004.703051 0.98928750 0.02859555
4004.736447 1.00708768 0.02674243
4004.769843 1.00033192 0.02656164
4004.803239 1.02804298 0.02613364
4004.836636 1.00310979 0.02611390
4004.870033 1.03175792 0.02367292
4004.903430 0.98972586 0.02568980
4004.936827 1.00357899 0.02359635
4004.970225 0.97737657 0.02910831
4005.003623 0.99202052 0.02630525
4005.037021 0.99658661 0.02697346
4005.070420 0.99607773 0.02845542
4005.103819 0.93521002 0.03089294
4005.137218 0.94382238 0.02645836
4005.170617 0.97961744 0.02686956
4005.204017 0.96711735 0.02986499
4005.237417 0.96060721 0.02893315
4005.270817 0.98933460 0.02346217
4005.304218 1.00120452 0.02697354
4005.337618 0.95834821 0.02676665
4005.371020 0.99183535 0.02569337
4005.404421 1.01298871 0.02588229
4005.437822 1.00708537 0.02584898
4005.471224 1.00825548 0.03033687
