# Synthetic disentangled spectrum for the MINATO SPAN tutorial.
# Generated from PoWR GAL-OB-Vd3 models 32-40 and 22-42; see provenance.json.
# wavelength_A normalised_flux marginal_flux_error_1sigma
4001.865429 0.99134579 0.00329017
4001.898801 0.99792887 0.00327788
4001.932173 0.99790976 0.00306857
4001.965546 0.99669271 0.00285374
4001.998919 0.99884830 0.00328839
4002.032292 1.00003141 0.00329163
4002.065665 0.99763541 0.00325598
4002.099039 0.99361746 0.00332358
4002.132413 0.99652281 0.00337432
4002.165788 0.99943026 0.00301659
4002.199162 0.99766155 0.00319169
4002.232537 0.99620691 0.00324910
4002.265912 0.99981337 0.00352358
4002.299288 0.99705322 0.00336562
4002.332663 0.99859492 0.00307782
4002.366039 1.00010267 0.00302925
4002.399416 0.99648733 0.00307601
4002.432792 0.99483769 0.00328510
4002.466169 0.99430031 0.00343880
4002.499546 0.99411018 0.00319574
4002.532924 0.98894261 0.00321196
4002.566301 0.98631829 0.00344285
4002.599679 0.98750886 0.00309091
4002.633057 0.98928602 0.00309302
4002.666436 0.99162830 0.00329666
4002.699815 0.99263615 0.00375252
4002.733194 0.98813251 0.00392827
4002.766573 0.98535682 0.00327164
4002.799953 0.97998215 0.00319260
4002.833333 0.98553827 0.00342335
4002.866713 0.98333480 0.00278174
4002.900093 0.98343997 0.00291750
4002.933474 0.98430700 0.00407400
4002.966855 0.98477139 0.00362308
4003.000236 0.98389555 0.00341448
4003.033618 0.98262058 0.00348420
4003.067000 0.98597018 0.00346219
4003.100382 0.97832084 0.00329994
4003.133764 0.97559167 0.00340826
4003.167147 0.97311747 0.00292407
4003.200530 0.97879964 0.00354202
4003.233913 0.97345068 0.00339269
4003.267297 0.97624254 0.00340363
4003.300680 0.97656403 0.00335675
4003.334065 0.97516591 0.00306839
4003.367449 0.97722562 0.00323200
4003.400833 0.97929146 0.00321228
4003.434218 0.97608832 0.00339980
4003.467604 0.97715191 0.00355945
4003.500989 0.97751510 0.00323749
4003.534375 0.97698235 0.00353550
4003.567761 0.97840043 0.00342717
4003.601147 0.97445823 0.00342433
4003.634534 0.97370756 0.00299739
4003.667921 0.96941687 0.00336786
4003.701308 0.97175024 0.00355846
4003.734695 0.97510557 0.00362942
4003.768083 0.97588202 0.00329615
4003.801471 0.97544620 0.00316959
4003.834859 0.97705684 0.00275650
4003.868248 0.97483562 0.00289142
4003.901636 0.97973168 0.00346119
4003.935025 0.98092190 0.00364196
4003.968415 0.97797852 0.00335533
4004.001804 0.97998665 0.00325162
4004.035194 0.98243331 0.00327446
4004.068585 0.97759382 0.00322982
4004.101975 0.98332068 0.00329968
4004.135366 0.98184567 0.00342180
4004.168757 0.98301409 0.00337465
4004.202148 0.98491805 0.00335352
4004.235540 0.98568022 0.00304027
4004.268932 0.98214047 0.00334987
4004.302324 0.98310278 0.00327995
4004.335716 0.97679172 0.00278469
4004.369109 0.98006476 0.00321459
4004.402502 0.98563342 0.00320396
4004.435895 0.98367745 0.00354895
4004.469289 0.98301040 0.00328758
4004.502682 0.98217419 0.00347992
4004.536077 0.99276090 0.00362158
4004.569471 0.99168222 0.00326833
4004.602866 0.98359038 0.00349213
4004.636261 0.98580522 0.00292432
4004.669656 0.99074916 0.00344670
4004.703051 0.99184065 0.00358295
4004.736447 0.98633060 0.00352117
4004.769843 0.99365819 0.00349681
4004.803239 0.98892440 0.00318869
4004.836636 0.98323462 0.00333461
4004.870033 0.98555721 0.00311373
4004.903430 0.98465312 0.00348333
4004.936827 0.98194638 0.00302359
4004.970225 0.98557517 0.00311097
4005.003623 0.99248902 0.00310256
4005.037021 0.98864738 0.00333712
4005.070420 0.98795778 0.00333112
4005.103819 0.98839055 0.00272826
4005.137218 0.99019029 0.00317968
4005.170617 0.99087687 0.00310955
4005.204017 0.98885916 0.00353002
4005.237417 0.98692958 0.00376285
4005.270817 0.98806512 0.00325119
4005.304218 0.98852169 0.00338778
4005.337618 0.99466216 0.00317025
4005.371020 0.98673584 0.00358183
4005.404421 0.98652514 0.00357102
4005.437822 0.98716516 0.00343083
4005.471224 0.99467874 0.00317058
